Restaurant,City,State,currentmonths,extramonths,asianproportion,blackproportion,hispanicproportion,whiteproportion,breakfast,lunch,dinner,latenight,busy,averagetotalbill,pcttip,bigtips,comparative_tips,flair,intro,selling,squatt,touch,jokes,repeat,customer_me,draw,smile,thanks,weather,compliment,happy,yearsexperience,effect_sz,Men,Women,Teenagers,Young_Adults,Middle_Aged_Adults,Elderly_Adults,Cash_Customers,Charge_Customers,Smokers,Regulars,First_Timers,Asians,Blacks,Hispanics,Whites,Foreigners,Couples,onetops,kids,Business_People,Extraverted_enthusiastic,Critical_quarrelsome,Dependable_selfdisciplined,Anxious_easily_upset,Open_to_new_experiences_complex,Reserved_quiet,Sympathetic_warm,Disorganized_careless,Calm_emotiolly_stable,Conventiol_uncreative,birth_yr,sex,hair,hair_other,married,race,race_other
Outback Steakhouse,Jacksonville,FL,4,8,1,3,1,95,No,No,Yes,0,2,22,18,5,4,2,4,4,4,1,2,4,2,1,2,2,1,2,1,5,4,3,2,1,3,2,1,2,3,3,3,2,99,1,99,2,1,3,2,1,2,2,1,3,6,5,7,7,6,2,7,1980,Male,3,NA,1,4,NA
Grisantis,Rochester,NY,18,0,2,15,5,78,No,Yes,Yes,0,3,15,18,20,3,3,3,4,2,2,3,3,2,1,3,2,2,3,3,20,4,3,2,1,2,2,2,2,2,3,3,2,2,2,2,2,1,3,3,1,2,6,1,7,1,5,4,6,1,6,2,1958,Male,2,NA,1,4,NA
Irridecence,Detroit,MI,92,192,10,40,2,48,No,No,Yes,0,3,60,17.5,50,3,1,4,3,1,1,3,4,4,1,2,1,1,1,6,33,5,2,2,1,1,3,2,1,3,3,3,2,1,1,99,2,1,2,2,1,2,6,5,6,1,5,2,6,1,6,2,1952,Female,,grey,1,4,NA
Colonel Brooks Tavern,WA,DC,10,2,5,40,5,40,No,Yes,Yes,1,2,30,15,30,3,1,3,2,3,2,3,3,3,1,2,2,1,2,3,6,3,3,2,1,1,2,1,3,2,2,3,2,2,2,2,3,1,3,2,2,2,6,4,6,3,5,3,4,3,5,2,1979,Male,2,NA,0,4,NA
A&B Lobster House,Key West,FL,60,24,5,10,15,70,No,No,Yes,0,1,52,20,,4,1,2,4,1,1,3,4,2,1,3,1,2,2,7,20,4,3,2,1,1,2,1,2,3,3,3,2,2,1,1,2,1,3,3,1,3,7,4,4,5,7,1,5,3,7,3,1967,Male,1,NA,1,4,NA
WingDome,Seattle,WA,12,12,20,1,1,78,No,Yes,Yes,0,2,13,17.5,5,2,1,3,2,3,2,4,4,4,1,4,1,1,4,7,18,3,2,2,1,3,2,1,1,3,3,3,2,2,1,1,1,2,2,3,2,2,7,5,7,1,6,1,4,1,7,1,71,Male,3,NA,1,4,NA
Lagniappe,Portland,OR,13,0,1,29,5,65,No,Yes,Yes,0,3,15,19,45,2,1,1,3,3,3,2,2,2,2,4,2,1,3,5,3,3,3,2,1,2,2,1,3,2,3,3,2,2,1,2,2,2,2,2,1,3,6,6,7,5,6,4,7,1,6,3,1981,Male,2,NA,0,4,NA
Red Lobster,Ottawa,!US,3,0,20,15,5,60,No,Yes,Yes,0,3,20,10,1,4,1,4,4,4,4,4,1,1,2,,4,2,4,5,0.3,3,2,2,1,2,3,2,2,2,99,2,2,1,1,1,2,1,3,3,3,3,5,2,4,1,5,4,6,1,6,2,86,Male,2,NA,0,1,NA
Kerbey Lane Cafe,Austin,TX,16,16,20,10,20,50,Yes,Yes,Yes,1,2,40,15,20,3,2,4,3,2,1,2,4,3,1,2,4,2,4,5,5,3,3,1,2,2,1,1,3,2,99,3,2,1,1,2,2,2,2,3,3,2,6,3,6,3,6,3,6,5,3,7,1981,Male,3,NA,0,4,NA
BOKA,Seattle,WA,1,24,20,15,10,55,No,Yes,Yes,1,2,50,25,95,3,1,1,3,1,2,2,3,2,1,3,1,3,4,7,6,5,3,2,1,1,2,1,3,3,99,3,2,2,2,3,3,1,3,2,1,3,6,2,7,2,6,5,6,1,6,1,1978,Female,,bald,0,4,NA
Milestones,Langley,!US,27,6,10,,,85,No,Yes,Yes,0,2,25,15,5,3,1,2,3,1,1,3,4,2,1,4,4,2,3,5,2.5,3,2,2,1,3,2,1,2,2,99,1,99,1,99,99,2,1,3,3,2,2,7,2,6,1,7,2,6,2,7,1,1984,Male,1,NA,0,4,NA
Redstone,Minnetonka,MN,2,24,2,5,2,91,No,Yes,Yes,0,3,28,18,10,5,1,4,4,1,2,2,3,3,2,3,4,1,2,6,3,2,3,2,3,3,2,1,1,2,3,2,3,2,1,1,2,1,3,3,1,2,6,3,5,5,6,3,5,3,5,2,1984,Male,2,NA,0,4,NA
Lucy's Seafood Kitchen,Waterloo,!US,30,1,20,5,5,70,No,Yes,Yes,1,3,20,15,40,2,2,4,4,1,3,4,3,3,2,4,4,3,4,6,10,4,3,2,1,1,2,1,3,2,2,2,2,1,2,1,2,1,2,3,1,3,7,1,7,5,6,1,6,1,5,1,1981,Male,3,NA,0,4,NA
Coopersmith's Pub & Brewing,Fort Collins,CO,110,0,5,0,1,94,No,Yes,Yes,0,2,13,18,15,2,1,1,2,3,2,3,4,3,1,4,1,1,2,6,14,4,2,2,1,3,2,1,3,2,3,3,3,2,1,2,2,1,3,3,2,1,5,5,4,5,5,3,5,4,2,1,1970,Female,,Bald,0,4,NA
Champps American,Columbia,MD,4,24,8,30,2,60,No,Yes,Yes,1,3,16,19,45,3,1,4,3,3,1,2,2,1,1,3,4,1,2,3,2,3,3,2,1,3,3,2,1,2,99,3,2,2,1,3,3,2,3,1,2,3,5,1,6,5,7,2,7,5,6,3,1987,Male,2,NA,0,4,NA
Robbies Bar and Bistro,Christchurch,NZ,60,0,10,1,1,88,Yes,Yes,Yes,0,2,40,10,10,4,1,1,1,1,1,2,2,2,1,2,1,1,2,3,6,1,2,2,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,2,5,4,3,3,5,5,5,3,1978,Male,1,NA,0,4,NA
sushi house,north miami beach,FL,3,3,5,5,30,60,No,No,Yes,0,3,40,17,10,3,1,2,3,1,1,2,2,3,1,1,2,1,3,2,5,3,2,1,1,2,2,1,2,2,3,3,1,2,1,1,2,1,2,3,2,1,5,3,7,1,7,5,6,5,6,4,1981,Female,2,NA,0,4,NA
Marchetti's Tuscan Bar and Grill,Melbourne,!US,4,0,5,0,0,95,No,Yes,Yes,0,2,50,0,0,7,1,1,1,1,1,1,3,1,1,3,2,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,,,NA
Eddie's Creekside,Brecksvillie,OH,24,24,1,1,1,97,Yes,No,Yes,0,3,55,12,30,4,3,3,4,1,1,2,4,3,1,3,3,2,,3,15,1,3,1,1,3,2,1,2,2,3,3,2,99,1,1,2,1,2,2,1,3,5,1,7,2,6,1,6,1,6,2,1973,Male,2,NA,0,4,NA
The Chop house,Ann Arbor,MI,26,10,20,10,10,60,No,No,Yes,0,2,70,18,80,3,1,1,4,2,2,2,4,2,1,4,1,1,3,7,6,4,2,2,2,3,2,1,3,2,3,2,2,1,1,99,2,1,3,2,2,2,6,5,5,1,7,4,6,1,7,1,1974,Male,2,NA,0,4,NA
Cracker Barrel,Mechanicsville,VA,48,12,10,30,10,50,Yes,Yes,No,0,2,7.5,17,25,5,1,2,2,1,1,1,2,2,1,1,1,1,1,2,26,4,2,1,2,2,2,1,2,2,2,2,2,2,2,2,2,1,2,3,1,3,2,6,6,7,1,5,2,5,1,6,1963,Male,2,NA,1,4,NA
Humpty's Family Restaurant,Fort Saskatchewan,!US,36,0,,,,100,Yes,Yes,Yes,1,3,15,10,5,3,3,1,2,1,1,2,3,2,3,2,4,3,3,5,3,4,2,2,1,2,3,2,3,1,2,3,2,99,99,99,99,3,3,3,1,3,3,4,7,2,5,7,2,1,7,3,1985,Male,,black with pink streaks,0,4,NA
Fourth Cliff,Humarock,MA,13,24,,5,,95,Yes,Yes,Yes,0,3,15,12,40,4,1,1,1,1,1,2,2,1,2,3,4,2,3,5,1,4,2,2,1,2,3,3,2,1,3,1,1,99,99,99,99,99,99,1,2,99,2,4,7,2,5,7,5,4,6,5,1987,Male,2,NA,0,4,NA
Craftbar,NY,NY,8,3,30,10,5,55,Yes,Yes,Yes,0,2,50,18,50,4,2,1,3,1,1,2,2,1,1,4,1,2,2,1,4,4,2,2,1,1,2,1,2,2,99,3,99,1,1,1,2,1,2,2,2,3,6,2,6,5,6,2,5,1,4,2,1982,Male,1,NA,0,4,NA
Red Robin,St. Peters,MO,12,12,0,2,0,98,No,Yes,Yes,0,3,15,15,10,4,1,4,3,1,1,2,4,1,1,4,2,3,4,5,1,3,2,3,1,3,2,1,1,2,99,3,2,99,2,99,2,1,3,3,1,2,6,1,7,2,6,2,6,2,2,2,1985,Male,2,NA,0,4,NA
Ponderossa Steak House,Madison,WI,12,12,5,15,10,70,No,No,Yes,0,3,12,15,5,3,1,4,1,1,1,2,4,2,1,4,3,2,3,6,2,5,2,2,1,2,3,3,99,99,3,3,2,99,99,99,99,99,3,2,2,2,6,1,6,4,7,4,7,1,5,2,1973,Male,2,NA,1,4,NA
The Silvercryst,Wautoma,WI,240,240,2,2,6,90,No,No,Yes,0,1,15,15,50,4,1,3,3,2,2,2,2,2,1,3,4,2,2,4,30,3,3,2,2,2,2,2,2,2,2,2,2,2,,2,2,2,2,2,2,2,6,4,6,5,6,3,6,4,4,4,1957,Male,1,NA,1,4,NA
Carrabbas Italian Grill,Amherst,NY,29,12,5,5,1,89,No,No,Yes,0,1,45,15,5,4,1,4,2,1,1,2,4,2,1,3,1,1,2,4,8,2,2,1,1,2,2,1,1,1,,3,1,2,1,1,2,2,2,3,1,2,6,4,6,5,5,2,5,1,5,2,1982,Male,2,NA,1,4,NA
Six Feet Under,Atlanta,GA,37,6,1,60,3,36,No,Yes,Yes,1,2,13,18,80,2,1,1,1,1,1,2,4,1,1,3,4,1,2,3,3,3,2,1,1,1,2,1,3,2,3,3,3,1,2,1,1,1,2,1,1,1,5,4,7,3,6,2,4,1,6,2,1970,Male,2,NA,0,2,NA
IHOP,Lafayette,LA,6,0,2,25,3,70,No,No,Yes,1,2,75,15,30,3,4,4,1,3,1,2,4,1,1,1,2,2,3,2,4,3,3,2,1,1,3,1,2,3,3,3,2,1,1,1,2,1,3,3,1,2,2,5,7,1,5,2,3,1,6,2,1983,Male,2,NA,0,4,NA
Cheesecake Factory,Brentwood,CA,12,1,10,5,5,40,No,No,Yes,1,2,20,19,5,2,2,4,2,3,2,2,2,2,2,4,3,1,2,4,4,3,2,2,1,3,3,2,1,2,99,2,99,2,1,1,2,1,2,2,3,3,6,1,6,4,5,3,7,1,,3,1985,Male,2,NA,0,4,NA
Lucille's Smokehouse BBQ,Torrance,CA,4,4,0.1,0.4,0.1,0.4,No,No,Yes,1,1,30,15,10,4,1,1,4,2,1,2,3,1,1,3,1,1,2,4,1,3,3,2,1,2,3,3,99,99,99,3,2,3,1,1,2,1,2,3,2,3,4,1,4,1,4,4,4,1,7,3,1987,Male,2,NA,0,,Middle Eastern
The Yardhouse,San Diego,CA,6,6,25,10,10,55,No,Yes,Yes,1,2,28,16,10,4,1,3,4,1,2,2,4,1,1,4,4,1,3,5,12,3,3,1,1,2,2,1,2,2,99,2,2,1,1,1,2,1,3,3,1,2,5,1,7,1,7,3,4,1,6,2,1974,Male,2,NA,1,4,NA
Scorpios,Maysville,KY,8,0,,20,10,70,No,No,Yes,1,2,30,20,85,2,1,4,2,1,2,2,3,2,1,3,2,2,3,3,15,5,2,3,1,2,3,1,2,3,3,2,2,1,3,2,2,1,2,2,1,2,5,2,6,1,5,2,6,1,5,1,1962,Male,2,NA,1,4,NA
NA,NA,NA,,,,,,,No,No,No,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,,,NA
NA,Spearfish,SD,36,0,0.01,0.01,0.01,99,No,No,Yes,0,2,20,18,40,4,1,1,3,3,1,2,4,2,2,3,2,1,2,6,12,4,3,2,1,1,2,1,2,3,3,3,2,99,99,99,99,1,2,1,1,,2,1,7,3,6,6,6,2,6,1,1975,Male,,NA,,,NA
the attic cafe,hertfordshire,!US,6,0,3,4,3,90,Yes,Yes,Yes,0,1,60,0,0,3,1,1,2,2,1,1,2,2,3,3,1,2,1,2,2,3,2,1,1,1,1,3,2,2,99,99,99,99,99,99,99,99,99,99,99,1,4,3,3,3,6,4,5,5,5,1,1985,Male,2,NA,0,4,NA
Pettijon's (now closed),Auburn Hills,MI,7,0,5,30,5,60,No,Yes,Yes,0,3,20,20,25,3,1,4,3,3,1,2,3,4,1,3,3,2,2,2,5,5,3,1,1,2,3,1,3,2,3,3,2,2,2,2,2,1,2,1,2,2,5,2,6,1,5,4,5,2,5,4,1977,Male,1,NA,0,4,NA
Seasons,Williamsburg,VA,4,24,5,5,5,85,No,Yes,Yes,1,3,15,15,40,4,1,2,2,2,1,2,3,2,1,2,1,2,4,4,4,5,2,3,1,1,3,2,2,3,99,2,3,2,2,2,2,2,2,3,3,3,5,2,5,4,5,4,5,3,3,3,1985,Female,2,NA,0,4,NA
Bloemendal,Cape Town,!US,4,12,2.5,20,2.5,75,No,No,Yes,1,2,30,10,5,4,3,4,2,1,2,1,2,1,1,4,2,1,1,6,0.4,4,3,2,2,2,3,3,2,3,99,2,2,99,99,99,99,3,3,1,1,2,7,4,,2,6,4,4,3,4,1,1983,Female,2,NA,0,4,NA
Buffalo's Reef,Destin,FL,75,240,5,10,15,70,No,Yes,No,0,2,10,20,50,2,1,3,2,2,1,3,4,4,1,3,1,2,3,7,10,5,3,2,3,2,2,1,2,2,2,3,2,1,1,1,2,1,2,2,2,2,6,2,7,2,6,1,3,5,4,5,1978,Male,2,NA,0,4,NA
Schooner Wharf Bar,Key West,FL,2,12,1,9,20,70,No,Yes,Yes,0,3,15,18,10,3,2,4,3,3,3,4,3,3,3,3,2,2,3,3,20,3,2,3,1,1,3,1,2,3,3,3,2,1,1,2,2,1,2,3,2,1,7,4,6,1,5,1,5,2,5,1,1970,Female,2,NA,0,,true American aka a complete mutt!  :-)
Steak n' Shake,Springfield,MO,5,0,5,20,10,65,No,Yes,Yes,0,3,6.1,5,5,1,3,4,2,2,1,3,4,2,1,3,3,2,3,3,1,4,2,3,3,1,2,1,3,3,1,2,2,2,2,1,2,2,3,2,1,3,6,2,5,5,7,3,6,4,6,1,1980,Male,2,NA,0,4,NA
Lone Star,Springfield,IL,18,0,5,10,5,80,No,No,Yes,0,2,25,12,5,4,1,4,2,2,1,2,3,1,1,3,3,1,2,5,2,3,3,2,1,1,3,2,2,2,2,3,99,99,1,1,2,99,2,3,2,3,1,1,7,1,6,7,6,1,7,1,53,Female,2,NA,1,4,NA
Pat Flynn's Public House,Indiapolis,IN,36,12,1,10,1,88,No,No,Yes,1,2,15,15,40,4,1,2,1,3,1,2,2,2,1,1,1,1,2,6,17,2,3,2,1,1,2,1,2,2,3,3,2,2,1,2,2,2,2,3,2,3,7,5,7,3,5,1,6,1,6,3,1968,Male,,Light brown/red,1,4,NA
Wallse,NY,NY,7,6,15,5,5,75,No,No,Yes,0,2,70,20,10,2,1,1,3,1,1,3,4,3,1,2,1,1,2,3,7,2,2,2,1,2,2,1,3,2,3,2,2,2,2,2,2,1,2,2,2,2,5,6,6,3,6,3,5,2,5,2,1978,Female,1,NA,1,4,NA
olive garden,east brunswick,NJ,24,12,30,15,15,40,No,Yes,Yes,0,1,15,15,50,2,1,2,2,1,1,3,4,1,1,3,1,2,3,5,4,3,2,1,1,3,2,2,3,2,3,2,1,1,1,1,2,1,2,2,1,2,3,1,7,2,5,3,7,1,7,1,1985,Male,3,NA,0,4,NA
applebees,exton,PA,18,18,5,20,20,55,No,Yes,Yes,1,3,35,18,50,,1,4,4,2,1,4,4,2,3,3,4,1,1,4,3,2,3,3,1,3,2,1,2,2,3,3,2,2,1,1,2,1,1,3,1,3,7,3,5,1,7,2,5,5,6,1,1983,Male,2,NA,0,4,NA
K-Vays Restaurant,Irwin,PA,48,12,0,1,0,99,No,No,Yes,0,3,15,11,25,4,1,1,2,2,1,1,3,1,1,2,1,1,1,5,4,3,3,1,1,2,3,2,2,1,3,3,3,99,99,99,99,99,1,3,1,3,2,6,7,5,4,5,5,1,3,1,1984,Male,2,NA,0,4,NA
NA,Tucson,AZ,15,12,1,4,45,50,No,Yes,Yes,0,3,25,15,20,4,1,4,4,2,2,2,2,2,1,4,2,3,4,6,4,3,2,2,1,1,3,1,1,3,3,3,2,1,1,1,2,1,3,2,1,3,7,1,7,1,7,1,6,1,7,1,1972,Male,1,NA,0,4,NA
NA,NA,NA,72,24,1,18,1,80,No,No,No,0,3,15,15,25,4,1,2,2,1,1,1,4,2,1,3,2,1,2,3,3,2,3,2,1,1,3,1,2,2,1,3,2,1,1,99,2,1,2,3,2,3,3,6,6,4,4,2,4,2,5,5,1984,Male,1,NA,0,4,NA
The Hard Rock Hotel,Las Vegas,NV,4,100,10,10,30,50,No,No,Yes,0,2,50,20,50,3,1,3,1,1,1,1,4,4,1,3,1,1,2,6,3,4,3,2,1,3,2,1,3,2,1,2,1,1,1,2,3,1,2,2,1,1,6,1,6,1,2,1,6,1,7,1,1982,Male,,black,0,3,NA
Theo & Stacy's,Kalamazoo,MI,24,0,5,18,,95,No,Yes,Yes,1,3,20,15,10,4,1,1,3,2,1,1,3,3,2,3,3,2,1,4,5,3,1,1,2,2,1,1,2,3,2,1,2,3,1,1,2,1,2,1,2,99,2,,4,1,1,5,5,4,6,4,1977,Male,3,NA,0,4,NA
fenix,melbourne,!US,48,1,1,0,0,99,No,No,Yes,1,1,100,7,0,1,1,1,4,1,1,2,1,2,1,3,1,1,1,6,20,2,2,1,1,1,3,1,1,2,1,2,2,1,99,99,1,1,2,3,1,3,2,1,6,1,7,5,4,2,7,1,1964,Male,2,NA,0,4,NA
CA Bistro,Carlsbad,CA,13,,10,5,15,70,Yes,Yes,No,0,2,22.5,17,10,3,1,1,4,1,1,1,4,4,1,1,1,1,1,4,8,3,3,1,2,3,2,2,2,2,2,3,2,2,2,2,2,1,2,2,1,2,6,7,7,2,5,3,5,1,6,2,1960,Female,1,NA,0,4,NA
P.F Chang's,Thousand Oaks,CA,12,12,5,5,45,45,No,Yes,Yes,0,3,20,15,40,2,2,4,4,1,3,2,3,2,,3,4,2,4,6,2,3,3,2,2,3,3,1,2,3,99,3,3,1,2,2,2,1,3,2,3,2,7,,4,4,6,1,5,4,4,3,1985,Female,2,NA,0,3,NA
Saigon Bangkok,Buffalo,NY,3,0,30,5,0,65,No,Yes,Yes,0,2,20,25,50,2,1,2,4,1,1,4,4,2,1,1,3,2,3,7,2,4,3,2,1,1,2,1,3,2,99,2,3,1,1,99,3,1,3,3,1,3,7,2,6,1,7,1,5,3,7,2,1983,Male,2,NA,0,1,NA
NA,NA,NA,,,,,,,No,No,No,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,,,NA
Nordstrom,Oak Brook,IL,12,0,8,15,2,75,Yes,Yes,Yes,0,2,20,15,25,4,1,1,2,1,1,2,2,1,2,1,3,1,2,3,1,4,3,2,1,2,3,2,2,3,99,3,2,2,1,2,2,1,2,2,1,3,5,3,6,3,4,3,6,2,4,3,1972,Male,1,NA,1,4,NA
Quissett,Haverford,PA,98,60,5,20,0.05,70,No,Yes,Yes,0,2,25,15,25,3,2,2,2,1,1,3,1,3,1,2,1,1,2,5,30,3,3,1,1,1,2,1,2,3,3,3,2,1,1,1,2,1,3,2,2,3,5,1,7,2,2,3,6,2,6,5,1948,Male,,grey,1,4,NA
Chili's,Port Arthur,TX,13,12,10,30,20,40,No,No,Yes,0,2,15,10,30,3,2,4,2,2,1,2,2,1,2,4,3,1,3,5,1,4,3,1,1,2,3,1,2,3,2,3,2,3,1,1,2,2,2,2,2,3,6,5,6,1,6,5,5,2,6,6,1986,Male,2,NA,0,4,NA
Red Robin,Grandville,MI,11,,5,10,5,85,No,Yes,Yes,0,2,11,16,34,3,4,4,1,3,2,2,4,3,1,3,3,1,3,5,3,3,3,1,2,1,3,2,1,2,3,3,1,1,2,1,2,1,2,3,2,3,6,2,7,5,4,4,5,1,5,2,1985,Male,2,NA,0,4,NA
Romano's Macaroni Grill,Orlando,FL,7,12,5,5,25,65,No,Yes,Yes,0,2,15,17,60,3,2,4,3,1,2,2,3,1,1,2,2,2,3,5,4,3,3,2,2,3,3,1,2,2,3,3,2,2,1,1,2,1,3,3,2,3,5,6,7,5,6,3,5,3,6,2,1985,Female,1,NA,0,4,NA
Loft,Lagu Beach,CA,42,10,2,2,6,90,No,No,Yes,0,2,85,22,80,1,1,1,4,1,1,3,4,4,1,4,1,2,3,3,11,5,2,3,1,2,2,1,2,3,2,2,2,3,1,2,3,2,1,3,2,3,5,6,7,7,7,7,6,5,3,7,1975,Male,,"Brunette, Dyed Blonde",0,4,NA
red rocks grill,morrison,CO,84,24,0,2,4,94,Yes,Yes,No,0,2,11,23,86,1,2,2,3,1,1,2,4,4,2,4,3,1,4,2,4,4,3,2,1,1,3,1,2,3,3,3,2,99,2,1,3,1,2,3,1,2,4,6,7,6,5,4,5,3,4,1,1984,Male,2,NA,0,3,NA
Thai Gourmet,Kenosha,WI,18,1,10,5,5,80,No,No,Yes,0,3,50,15,30,4,4,2,2,2,1,2,3,2,1,2,1,1,2,4,2,1,2,2,1,3,2,1,99,99,99,3,99,2,2,2,2,1,3,1,1,3,6,1,5,1,7,7,5,2,7,1,1977,Female,1,NA,0,4,NA
--,Boston,MA,4,0,1,0,1,98,No,Yes,Yes,0,3,15,15,10,4,1,1,3,1,1,2,2,1,1,2,2,1,2,4,3,1,3,2,1,2,3,2,2,2,99,1,2,99,99,99,99,99,2,2,1,3,4,1,7,4,6,6,6,1,6,2,1980,Male,2,NA,0,4,NA
Ground Round,shua,NH,2,0,5,5,5,85,No,Yes,Yes,0,3,10,17,20,3,1,4,3,3,2,3,4,3,1,3,1,1,2,4,1,2,2,2,1,2,2,3,3,2,99,1,2,3,2,2,2,1,3,2,3,3,5,2,4,1,7,5,6,3,7,2,1984,Female,2,NA,0,4,NA
Houlihans,columbus,GA,28,0,5,20,10,65,No,Yes,Yes,1,3,12,12,25,3,1,4,4,3,2,3,2,3,1,2,2,1,2,5,8,4,3,1,1,1,2,1,2,3,2,3,2,2,1,1,2,1,3,2,1,3,5,6,7,4,6,2,5,1,5,2,1975,Male,3,NA,1,4,NA
NA,St. Lous,MO,8.5,1,5,1,0,94,No,No,Yes,1,2,40,18,65,4,2,3,3,1,3,2,4,1,1,4,1,2,4,3,3,2,2,2,1,3,2,1,2,2,3,3,2,1,1,1,2,1,3,2,1,3,6,2,6,2,7,5,7,1,7,2,1982,Male,1,NA,0,4,NA
NA,NA,NA,,,,,,,No,No,No,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,,,NA
Athan's Bakery and Cafe,Brighton,MA,12,0,25,2,15,58,Yes,Yes,Yes,1,3,20,18,50,3,1,1,2,1,1,4,3,2,1,4,4,4,2,4,2,2,3,1,1,2,2,1,3,2,3,3,1,1,2,3,2,1,2,3,1,3,5,6,5,1,5,3,5,3,7,1,1982,Female,2,NA,0,4,NA
6th and Vine,Winston-Salem,NC,17,12,7,10,10,73,No,Yes,Yes,1,2,20,18,65,2,1,1,3,1,1,1,2,1,1,2,1,1,2,5,3,3,3,1,1,2,2,1,1,2,2,3,2,3,1,2,2,1,3,2,2,3,7,,3,4,7,2,,2,5,1,1984,Male,1,NA,0,,"hispanic, white, tive american"
Bridgeport Brewery and Bakery,Portland,OR,8,12,15,5,5,75,No,Yes,Yes,1,3,25,18,30,3,1,3,3,2,2,2,3,2,2,3,4,2,3,5,6,3,3,2,1,3,2,1,2,3,2,2,2,1,1,1,2,1,2,2,2,2,5,4,6,3,6,4,6,3,6,2,1981,Male,2,NA,0,4,NA
Black Angus,Monrovia,CA,35,2,30,10,20,40,No,No,Yes,0,3,23,14,5,4,3,2,3,1,2,2,2,2,3,2,2,3,1,4,2,4,3,1,1,2,3,1,2,3,99,2,1,3,2,1,3,1,3,3,1,3,4,3,6,5,4,1,3,2,4,2,1985,Male,3,NA,1,3,NA
Ruby's,San Francisco,CA,96,0,20,5,10,65,No,Yes,Yes,0,3,15,18,25,4,1,1,3,1,1,2,3,2,2,3,3,1,3,6,9,4,2,2,1,3,3,1,2,3,3,3,2,99,99,99,99,99,2,3,1,3,5,3,7,3,5,4,5,2,6,3,1965,Male,3,NA,0,4,NA
king george inn,bristol,PA,60,12,10,10,10,70,No,Yes,Yes,0,3,35,20,35,4,2,4,3,1,2,3,3,2,2,3,3,2,3,2,27,4,3,2,1,2,2,1,2,3,99,3,99,2,2,2,2,1,,3,2,2,6,2,6,1,7,3,6,2,6,2,1963,Male,2,NA,0,4,NA
NA,NA,NA,28,0,1,5,4,90,Yes,Yes,Yes,1,3,7,15,30,2,1,4,2,2,1,1,2,1,1,3,1,1,3,5,1,3,3,2,2,3,3,2,99,99,3,1,99,99,1,2,2,1,3,2,2,2,5,5,6,5,6,3,6,3,5,5,1988,Male,1,NA,0,4,NA
NA,NA,NA,1,24,2,2,1,95,No,No,Yes,0,2,40,20,25,3,1,1,3,1,1,2,3,1,1,2,1,1,3,5,0,4,2,3,1,2,3,2,99,99,99,3,2,2,3,2,3,1,2,3,2,3,6,1,6,1,6,5,6,2,6,2,1975,Female,2,NA,0,3,NA
denny`s,roseville,MI,18,24,2,80,1,17,Yes,Yes,No,0,3,7.5,7,10,3,2,4,4,2,2,2,2,3,3,2,3,1,3,4,15,5,3,2,1,3,2,1,2,2,3,3,2,99,1,99,2,1,3,2,1,2,5,2,7,3,6,3,6,3,6,2,1973,Male,1,NA,0,4,NA
Olive Garden,Rochester,NY,7,12,0.1,0.2,0.1,0.6,No,Yes,Yes,0,2,12,15,1,2,1,4,4,2,1,2,3,1,1,3,1,2,2,4,1,1,3,2,1,2,2,1,2,2,99,1,3,3,1,1,2,1,3,2,2,3,6,3,6,5,7,4,7,4,6,7,1986,Female,2,NA,0,4,NA
Corduroy,WA DC,DC,48,13,30,35,,35,No,Yes,Yes,0,3,60,20,25,3,1,1,3,1,1,3,4,1,1,2,1,1,3,2,6,5,2,1,1,1,2,3,2,2,99,3,2,3,2,2,2,99,2,2,1,2,1,1,1,2,2,2,2,2,3,3,1980,Female,2,NA,1,4,NA
Captain Carlo's,Gloucester,MA,18,12,5,5,10,80,No,No,Yes,0,2,30,20,90,3,4,4,4,3,3,3,4,2,1,4,4,2,2,2,11,4,3,3,1,3,,1,99,99,99,3,99,99,99,99,99,1,99,3,99,99,7,2,6,1,7,1,7,3,6,1,1959,Male,1,NA,0,4,NA
stocks on 2nd,harrisburg,PA,40,0,5,25,2,68,No,Yes,Yes,0,2,45,16,50,3,3,4,4,1,2,3,4,4,1,3,1,3,4,5,5,4,3,2,1,3,2,1,2,3,99,3,2,1,2,2,2,1,3,3,2,2,6,5,7,1,5,2,2,1,6,6,1981,Male,3,NA,0,4,NA
701 Restaurant,WA DC,!US,25,1,5,25,,70,No,No,Yes,0,3,60,22,95,2,1,2,4,1,1,2,1,3,1,3,3,4,2,3,6,4,3,3,1,1,3,2,3,2,3,3,1,1,3,1,3,1,2,3,1,3,6,5,6,1,6,1,3,1,1,5,1980,Male,3,NA,0,4,NA
LIFT,Vancouver,!US,4,2,30,5,10,55,No,Yes,Yes,0,3,45,13,30,3,1,1,1,1,2,2,3,3,1,2,1,2,3,3,5,3,2,2,1,2,3,1,3,2,3,3,2,2,2,2,2,1,2,2,3,3,5,3,5,2,6,1,6,3,5,2,81,Male,2,NA,0,4,NA
